# method=Standard
# population_size=5000
# max_complexity=150
# cross_mut_prob=0.8
# max_lexicase_comparisons=100
# use_l2_scaling=true
# constant_stab_probability=0.2
# use_tournament_stratum=false
# n_targets=101
time_running,eff,maxhits
2.538532018661499,3.708922e7,23
5.137330055236816,4.7089331e7,23
7.6884260177612305,5.7090452e7,23
10.209414005279541,6.7090664e7,25
13.076148986816406,7.7090775e7,35
16.146075010299683,8.709129e7,40
18.949208974838257,9.709231e7,47
21.118283987045288,1.0709232e8,48
23.367526054382324,1.17092633e8,49
25.90843415260315,1.27093956e8,49
28.13410496711731,1.37093966e8,50
30.40401005744934,1.47094683e8,50
32.72302794456482,1.57097319e8,50
35.05893802642822,1.67107227e8,52
37.417853116989136,1.77107843e8,52
39.54934811592102,1.87109368e8,52
41.95257616043091,1.97109378e8,53
44.149983167648315,2.07113933e8,53
46.683566093444824,2.17114044e8,53
49.006251096725464,2.2711567e8,54
51.7055230140686,2.37116286e8,57
54.140196084976196,2.47116296e8,60
56.56912708282471,2.57117619e8,60
59.344537019729614,2.67117831e8,60
61.4192750453949,2.77120063e8,60
63.90123796463013,2.87121386e8,60
66.3713150024414,2.97122002e8,62
68.88611197471619,3.07122618e8,63
71.48665308952332,3.17122931e8,65
73.63803815841675,3.27124153e8,65
76.19632506370544,3.37124668e8,65
78.47962999343872,3.47125183e8,65
81.13409805297852,3.57126405e8,65
83.61299514770508,3.67126415e8,65
85.93420004844666,3.77127233e8,65
88.47781014442444,3.87127445e8,65
90.87711000442505,3.97127657e8,65
93.34201407432556,4.0712797e8,65
95.80897212028503,4.17128081e8,67
98.33857893943787,4.27129101e8,67
100.91172194480896,4.37129212e8,67
103.25035810470581,4.47129828e8,67
105.90260314941406,4.57129939e8,67
108.28299808502197,4.67130353e8,67
111.05938816070557,4.77131171e8,68
113.5246729850769,4.87132595e8,68
115.99018096923828,4.97132605e8,68
118.53956198692322,5.07132918e8,68
121.14813208580017,5.17133029e8,72
123.77864599227905,5.27133039e8,72
126.39169502258301,5.37133251e8,73
129.16980814933777,5.47134069e8,73
132.19132208824158,5.57135392e8,73
134.96667003631592,5.67136614e8,73
137.7802450656891,5.77136624e8,74
140.45024609565735,5.87137341e8,74
143.16309714317322,5.97139371e8,74
145.55566215515137,6.07139987e8,74
148.22472095489502,6.17141512e8,74
150.74249601364136,6.27141926e8,74
153.40438604354858,6.37142441e8,74
155.8026089668274,6.47143259e8,74
158.52204704284668,6.57147612e8,74
161.03990411758423,6.67148935e8,74
163.83243894577026,6.77150763e8,74
166.34076499938965,6.87151278e8,74
168.99793314933777,6.97152803e8,74
171.598886013031,7.07153318e8,74
174.2082130908966,7.17154035e8,74
176.79795694351196,7.27154045e8,74
179.48036694526672,7.37156277e8,74
181.83322310447693,7.47157297e8,74
184.5958230495453,7.57158115e8,74
187.40279412269592,7.67159236e8,74
189.8461561203003,7.77160458e8,74
192.85748314857483,7.87160468e8,74
195.31068515777588,7.97160781e8,74
198.2717821598053,8.071617e8,74
200.97591614723206,8.17162013e8,75
203.72543001174927,8.27162023e8,75
206.2183711528778,8.37162235e8,75
208.76745200157166,8.47162649e8,75
211.37038111686707,8.5716276e8,75
214.03574895858765,8.67162871e8,75
216.42049193382263,8.77165305e8,75
219.16552996635437,8.8716582e8,75
221.6328730583191,8.97166234e8,75
224.40180110931396,9.07166345e8,75
226.8830189704895,9.17166456e8,75
229.4121699333191,9.27170405e8,75
232.04837107658386,9.37171526e8,75
234.73043012619019,9.47173354e8,75
237.36357808113098,9.57178313e8,75
240.0535969734192,9.67178424e8,75
242.38043904304504,9.77178737e8,75
245.1589970588684,9.87178848e8,75
247.89311408996582,9.97179161e8,76
251.0252079963684,1.00718311e9,76
253.52635097503662,1.017183827e9,76
256.44919300079346,1.027184342e9,76
259.08976316452026,1.037184655e9,76
261.7341001033783,1.04719022e9,76
264.2348530292511,1.057190937e9,76
266.77822613716125,1.067191048e9,76
