# method=Standard
# population_size=5000
# max_complexity=150
# cross_mut_prob=0.8
# max_lexicase_comparisons=100
# use_l2_scaling=true
# constant_stab_probability=0.2
# use_tournament_stratum=false
# n_targets=101
time_running,eff,maxhits
2.7243738174438477,3.7234256e7,34
5.192016839981079,4.7234468e7,42
7.888883829116821,5.7234579e7,43
10.388510942459106,6.7234791e7,56
12.604938983917236,7.7235104e7,57
15.063108921051025,8.7237033e7,61
17.55214786529541,9.7238558e7,67
19.877349853515625,1.07239275e8,67
22.057597875595093,1.17239487e8,67
24.494821786880493,1.27242123e8,69
27.087344884872437,1.3724284e8,79
29.490081787109375,1.47243759e8,83
31.728928804397583,1.57244779e8,85
33.71528387069702,1.67244789e8,88
35.742408990859985,1.7724692e8,90
37.75884699821472,1.87248344e8,91
40.01039385795593,1.97248455e8,94
42.298587799072266,2.07248768e8,101
