# method=Stab
# population_size=5000
# max_complexity=150
# cross_mut_prob=0.8
# max_lexicase_comparisons=100
# use_l2_scaling=true
# constant_stab_probability=0.2
# use_tournament_stratum=false
# n_targets=101
time_running,eff,maxhits
4.6307549476623535,3.7003348600340724e7,67
8.72497010231018,4.700369851347838e7,71
14.248802900314331,5.7005400646205224e7,73
18.740214109420776,6.700585850168112e7,76
21.75207495689392,7.700759534609911e7,84
24.803571939468384,8.70083582892538e7,85
27.800259113311768,9.700961824978611e7,89
30.771409034729004,1.070108084472852e8,91
33.59091091156006,1.1701179907211402e8,94
36.143198013305664,1.2701195636203009e8,98
38.49762296676636,1.3701416384862882e8,99
41.29222106933594,1.4701505764170474e8,100
43.955790996551514,1.5701651717490736e8,100
