# method=Stab
# population_size=5000
# max_complexity=150
# cross_mut_prob=0.8
# max_lexicase_comparisons=100
# use_l2_scaling=true
# constant_stab_probability=0.2
# use_tournament_stratum=false
# n_targets=101
time_running,eff,maxhits
5.390676975250244,3.711699616116235e7,70
9.727519989013672,4.7117630674615026e7,73
12.269675970077515,5.711867404983762e7,73
14.731662034988403,6.71188160609212e7,75
17.244329929351807,7.712013466679087e7,83
19.90718388557434,8.712042313916862e7,84
22.129551887512207,9.712288050728074e7,90
24.601449966430664,1.0712354486354417e8,92
26.583338022232056,1.1712386734697983e8,93
28.301156044006348,1.2712518871983011e8,96
30.261993885040283,1.371260568099005e8,101
