# method=RecursiveStab
# population_size=5000
# max_complexity=150
# cross_mut_prob=0.8
# max_lexicase_comparisons=100
# use_l2_scaling=true
# constant_stab_probability=0.2
# use_tournament_stratum=false
# n_targets=202
time_running,eff,maxhits
1.3266589641571045,7.633366679781051e7,53
2.8337790966033936,8.634274020135315e7,54
4.149599075317383,9.634414523980428e7,63
5.493383884429932,1.0634923327851328e8,65
7.097182035446167,1.1635943509827057e8,68
8.45621395111084,1.2636236793997458e8,68
10.031118869781494,1.3636268854052222e8,70
11.432884931564331,1.4636764146226782e8,70
13.06785798072815,1.563742149169336e8,79
14.488522052764893,1.6637586744466925e8,79
16.144423007965088,1.7637587971678925e8,79
17.872946977615356,1.86389066047262e8,79
19.33693289756775,1.963892741954469e8,79
21.10289692878723,2.0640034024138552e8,89
22.584945917129517,2.164063411775904e8,89
24.346920013427734,2.264164184571979e8,92
25.842326879501343,2.3641763207246268e8,92
27.360924005508423,2.4641825949046457e8,92
29.17043399810791,2.5642404164587906e8,96
30.7240948677063,2.6642794806413883e8,96
32.5964150428772,2.764352550809011e8,96
34.2853639125824,2.864390840393106e8,96
36.116065979003906,2.9644598705607283e8,96
38.017009973526,3.064472902990165e8,98
39.76904892921448,3.164512210529335e8,98
41.76412391662598,3.2645732370460427e8,98
43.433330059051514,3.3646291141488564e8,99
45.12120008468628,3.464790867089524e8,101
47.08993101119995,3.5648779404691267e8,101
48.80924701690674,3.6649273782277644e8,101
50.500067949295044,3.7649322248890644e8,103
52.54253602027893,3.864991155056687e8,103
54.25920009613037,3.9650259517928624e8,103
55.99983191490173,4.065055007434279e8,103
58.03877592086792,4.165102288404896e8,103
59.77212405204773,4.265116474777011e8,103
61.53492093086243,4.36521659465287e8,103
63.58416295051575,4.465334697301774e8,103
65.39479899406433,4.56539795615517e8,103
67.55500197410583,4.665475461577119e8,105
69.34146809577942,4.765504714445491e8,106
71.42811894416809,4.8655202830071235e8,109
73.20633602142334,4.965561944561268e8,109
75.18556690216064,5.065653134289956e8,109
76.97081089019775,5.1657423040186435e8,109
78.78372502326965,5.265754196814719e8,109
80.97048306465149,5.365866908293989e8,109
82.80005502700806,5.465922649409199e8,109
84.65679693222046,5.565945143227737e8,115
86.50459289550781,5.665963491278138e8,115
88.36843800544739,5.765976250131534e8,115
90.21090698242188,5.866037884239256e8,115
92.43841409683228,5.966085712361954e8,115
94.32394409179688,6.066094537783904e8,124
96.21615505218506,6.16622073554254e8,124
98.07580208778381,6.266225338847268e8,124
99.95686388015747,6.36625486529168e8,124
101.84312391281128,6.46626091122486e8,124
103.71203708648682,6.566297195918689e8,125
105.64643096923828,6.666348653677326e8,126
107.7123510837555,6.766434345667827e8,126
109.56668996810913,6.866440937952671e8,126
111.44954586029053,6.966645824252491e8,131
113.29002809524536,7.06668485821562e8,131
115.45081496238708,7.166692863709866e8,131
117.39006900787354,7.26682591117674e8,131
119.26618695259094,7.36691385141408e8,131
120.81150102615356,7.466944865816145e8,131
122.71581292152405,7.566984477150822e8,131
124.60114789009094,7.667058139799726e8,132
126.52651000022888,7.767126972740394e8,135
128.42491388320923,7.86729015319978e8,135
129.92324590682983,7.967340061761413e8,136
131.83541893959045,8.067499125871714e8,136
133.78083395957947,8.167548274944578e8,136
135.73651790618896,8.267555065256793e8,136
137.88466787338257,8.36760337929222e8,136
140.29258108139038,8.467676646686797e8,136
142.40832591056824,8.567779941305751e8,139
144.35743498802185,8.668032533007067e8,139
146.00748586654663,8.768112149887835e8,139
149.1592390537262,8.868258425968186e8,139
151.17534399032593,8.968361355552281e8,139
153.0723249912262,9.06850107061017e8,139
154.81758189201355,9.168568612019722e8,139
156.5235300064087,9.268585107878028e8,139
158.4987189769745,9.368704714394735e8,140
160.29386401176453,9.46876522397883e8,140
162.26996898651123,9.568786031812344e8,140
164.19879698753357,9.668812748548518e8,140
166.14356589317322,9.768884907329619e8,140
167.92233204841614,9.868954272312633e8,140
169.67813992500305,9.969009405836828e8,140
